fuel_id,unit_feature_id,surface_consumed,midstory_consumed,canopy_consumed,fdfm,lfm,wind_speed,wind_direction,side_to_start_ignition,number_igniters,firing_technique,dash_length,gap_length,blackline_width,spacing_distance,igniter_velocity,ignition_time
363,477,0.6615390777587891,0.0,0.0,0.1,0.9,4.47,45.0,left,2,strip,4.0,4.0,4.0,6.0,2.0,3512.2095918005925
363,477,0.6355507373809814,0.0,0.0,0.1,0.9,6.705,15.0,left,2,strip,4.0,4.0,4.0,6.0,2.0,3512.2095918005925
365,477,0.33862605690956116,0.0,0.0,0.1,0.9,2.235,195.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1559.301599402254
365,477,0.31380200386047363,0.0,0.0,0.1,0.9,4.47,225.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1559.301599402254
365,477,0.3572229743003845,0.0,0.0,0.1,0.9,2.235,225.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1559.301599402254
365,477,0.35966306924819946,0.0,0.0,0.1,0.9,2.235,255.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1559.301599402254
365,477,0.3200840651988983,0.0,0.0,0.1,0.9,4.47,195.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1559.301599402254
365,477,0.34124577045440674,0.0,0.0,0.1,0.9,4.47,255.0,right,3,strip,4.0,4.0,4.0,10.0,2.0,1559.301599402254
372,478,0.37254783511161804,0.003992508631199598,0.0,0.1,0.8,6.705,60.0,left,4,strip,4.0,4.0,4.0,10.0,2.0,5374.815433157628
372,478,0.40360119938850403,0.012858264148235321,0.002009958727285266,0.1,0.8,2.235,120.0,left,4,strip,4.0,4.0,4.0,10.0,2.0,5374.815433157628
372,478,0.3640722930431366,0.006300491280853748,0.0057208361104130745,0.1,0.8,6.705,120.0,left,4,strip,4.0,4.0,4.0,10.0,2.0,5374.815433157628
372,478,0.34576863050460815,0.00814993865787983,0.005787914618849754,0.1,0.8,6.705,90.0,left,4,strip,4.0,4.0,4.0,10.0,2.0,5374.815433157628
372,478,0.4023442268371582,0.014867428690195084,0.0015619703335687518,0.1,0.8,2.235,90.0,left,4,strip,4.0,4.0,4.0,10.0,2.0,5374.815433157628
372,478,0.39804980158805847,0.009659746661782265,0.0020818286575376987,0.1,0.8,2.235,60.0,left,4,strip,4.0,4.0,4.0,10.0,2.0,5374.815433157628
382,478,0.9836320877075195,0.37678903341293335,0.06538131833076477,0.1,0.9,8.941,15.0,right,4,strip,4.0,4.0,4.0,10.0,2.0,5506.293222277056
382,478,0.9820150136947632,0.3881068229675293,0.05126170814037323,0.1,0.9,8.941,345.0,right,4,strip,4.0,4.0,4.0,10.0,2.0,5506.293222277056
382,478,0.9836510419845581,0.37335556745529175,0.03883663937449455,0.1,0.9,8.941,0.0,right,4,strip,4.0,4.0,4.0,10.0,2.0,5506.293222277056
386,479,0.9529139399528503,0.17093299329280853,0.027087656781077385,0.1,0.9,6.705,165.0,right,2,strip,4.0,4.0,4.0,10.0,2.0,4182.867566262867
386,479,0.9525426626205444,0.14220073819160461,0.021931380033493042,0.1,0.9,6.705,180.0,right,2,strip,4.0,4.0,4.0,10.0,2.0,4182.867566262867
